"name","dns_domain","u_type","install_status","ip_address","u_d_operating_system","os_domain"
"fenxenappp031","","Windows","In Use","156.45.82.31","Windows 2008 R2","us.maritz.net"
"fenxenappp032","","Windows","In Use","156.45.82.32","Windows 2008 R2","us.maritz.net"
"fenxenappp033","","Windows","In Use","156.45.82.33","Windows 2008 R2","us.maritz.net"
"fenxenappp034","","Windows","In Use","156.45.82.34","Windows 2008 R2","us.maritz.net"
"fenxenappp035","","Windows","In Use","156.45.82.35","Windows 2008 R2","us.maritz.net"
"fenxenappp036","","Windows","In Use","156.45.82.36","Windows 2008 R2","us.maritz.net"
"fenxenappp037","","Windows","Build/Rebuild","156.45.82.37","Windows 2008 R2","us.maritz.net"
"fenxenappp038","","Windows","Build/Rebuild","156.45.82.38","Windows 2008 R2","us.maritz.net"
"fenxenappp039","","Windows","In Use","156.45.82.39","Windows 2008 R2","us.maritz.net"
"fenxenappp040","","Windows","In Use","156.45.82.40","","us.maritz.net"
"fenxenappp041","","Windows","In Use","156.45.82.41","","us.maritz.net"
"fenxenappp042","","Windows","In Use","156.45.82.42","","us.maritz.net"
"fenxenappp043","","Windows","In Use","156.45.82.43","","us.maritz.net"
"fenxenappp044","","Windows","In Use","156.45.82.44","","us.maritz.net"
"fenxenappp045","","Windows","In Use","156.45.82.45","Windows 2008 R2","us.maritz.net"
"fenxenappp046","","","","156.45.82.46","","us.maritz.net"
"fenxenappp060","","Windows","Build/Rebuild","156.45.82.60","Windows 2008 R2","us.maritz.net"
"fenxenappp061","","Windows","Build/Rebuild","156.45.82.61","Windows 2008 R2","us.maritz.net"
"fenxenappp070","","Windows","In Use","156.45.82.70","Windows 2008 R2","us.maritz.net"
"fenxenappp071","","Windows","In Use","156.45.82.71","Windows 2008 R2","us.maritz.net"
"fenxenappp072","","Windows","In Use","156.45.82.72","Windows 2008 R2","us.maritz.net"
"fenxenappp073","","Windows","In Use","156.45.82.73","Windows 2008 R2","us.maritz.net"
"fenxenappp076","","Windows","In Use","156.45.82.76","","us.maritz.net"
"fenxenappp081","","Windows","In Use","10.55.1.81","Windows 2008 R2","us.maritz.net"
"fenxenappp082","","Windows","In Use","10.55.1.82","Windows 2008 R2","us.maritz.net"
"fenxenappp083","","Windows","In Use","10.55.1.83","Windows 2008 R2","us.maritz.net"
"fenxenappp090","","","","156.45.82.90","","us.maritz.net"
"fenxenappp103","","Windows","In Use","156.45.82.103","Windows 2008 R2","us.maritz.net"
"fenxenappp105","","Windows","In Use","156.45.82.105","Windows 2008 R2","us.maritz.net"
"fenxenappp108","","Windows","In Use","156.45.82.108","Windows 2008 R2","us.maritz.net"
"fenxenappp111","","Windows","In Use","156.45.82.111","Windows 2008 R2","us.maritz.net"
"fenxenappp112","","Windows","In Use","156.45.82.112","Windows 2008 R2","us.maritz.net"
"fenxenappp113","","Windows","Decommissioned","156.45.82.113","Windows 2008 R2","us.maritz.net"
"fenxenappp140","","Windows","In Use","156.45.82.140","Windows 2008 R2","us.maritz.net"
"fenxenappp142","","Windows","In Use","156.45.82.142","Windows 2008 R2","us.maritz.net"
"fenxenappp143","","Windows","In Use","156.45.82.143","Windows 2008 R2","us.maritz.net"
"fenxenappp144","","Windows","In Use","156.45.82.144","Windows 2008 R2","us.maritz.net"
"fenxenappp146","","Windows","In Use","156.45.82.146","","us.maritz.net"
"fenxenappp147","","Windows","In Use","156.45.82.147","","us.maritz.net"
"fenxenappp148","","Windows","In Use","156.45.82.148","","us.maritz.net"
"fenxenappp149","","Windows","In Use","156.45.82.149","","us.maritz.net"
"fenxenappp150","","Windows","In Use","156.45.82.150","","us.maritz.net"
"fenxenappp151","","Windows","In Use","156.45.82.151","","us.maritz.net"
"fenxenappp152","","Windows","In Use","156.45.82.152","","us.maritz.net"
"fenxenappp153","","Windows","In Use","156.45.82.153","","us.maritz.net"
"fenxenappp154","","Windows","In Use","156.45.82.154","","us.maritz.net"
"fenxenappp155","","Windows","In Use","156.45.82.155","Windows 2008 R2","us.maritz.net"
"fenxenappp156","","Windows","In Use","156.45.82.156","","us.maritz.net"
"fenxenappp157","","Windows","In Use","156.45.82.157","","us.maritz.net"
"fenxenappp158","","Windows","In Use","156.45.82.158","","us.maritz.net"
"fenxenappp159","","Windows","In Use","156.45.82.159","","us.maritz.net"
"fenxenappp160","","Windows","In Use","156.45.82.160","","us.maritz.net"
"fenxenappp161","","Windows","In Use","156.45.82.161","","us.maritz.net"
"fenxenappp162","","Windows","In Use","156.45.82.162","","us.maritz.net"
"fenxenappp163","","Windows","In Use","156.45.82.163","","us.maritz.net"
"fenxenappp164","","Windows","In Use","156.45.82.164","","us.maritz.net"
"fenxenappp165","","Windows","In Use","156.45.82.165","","us.maritz.net"
"fenxenappp166","","Windows","In Use","156.45.82.166","","us.maritz.net"
"fenxenappp167","","Windows","In Use","156.45.82.167","","us.maritz.net"
"fenxenappp168","","Windows","In Use","156.45.82.168","","us.maritz.net"
"fenxenappp169","","Windows","In Use","156.45.82.169","","us.maritz.net"
"fenxenappp170","","Windows","In Use","156.45.82.170","","us.maritz.net"
"fenxenappp171","","Windows","In Use","156.45.82.171","","us.maritz.net"
"fenxenappp172","","Windows","In Use","156.45.82.172","","us.maritz.net"
"fenxenappp173","","Windows","In Use","156.45.82.173","Windows 2008 R2","us.maritz.net"
"fenxenappp183","","Windows","In Use","156.45.82.183","Windows 2008 R2","us.maritz.net"
"fenxenappp184","","Windows","In Use","156.45.82.184","Windows 2008 R2","us.maritz.net"
"fenxenappp185","","Windows","In Use","156.45.82.185","Windows 2008 R2","us.maritz.net"
"fenxenappp186","","Windows","In Use","156.45.82.186","Windows 2008 R2","us.maritz.net"
"fenxenappp187","","Windows","In Use","156.45.82.187","","us.maritz.net"
"fenxenappp188","","Windows","In Use","156.45.82.188","","us.maritz.net"
"fenxenappp189","","Windows","In Use","156.45.82.189","","us.maritz.net"
"fenxenappp197","","","","156.45.82.197","","us.maritz.net"
"fenxenappp197","","Windows","In Use","156.45.82.197","Windows 2008 R2","us.maritz.net"
"fenxenappp198","","Windows","In Use","156.45.82.198","Windows 2008 R2","us.maritz.net"
"fenxenappp198","","","","156.45.82.198","","us.maritz.net"
"fenxenappp199","","Windows","In Use","156.45.82.199","Windows 2008 R2","us.maritz.net"
"fenxenappp199","","","","156.45.82.199","","us.maritz.net"
"fenxenappp201","","Windows","In Use","156.45.82.201","","us.maritz.net"
"fenxenappp203","","Windows","In Use","156.45.82.203","","us.maritz.net"
"fenxenappp301","","Windows","Build/Rebuild","172.18.6.33","Windows 2008 R2","us.maritz.net"
"fenxenappp350","","Windows","In Use","172.19.5.62","Windows 2008 R2","us.maritz.net"
"fenxenappp351","","Windows","In Use","172.19.5.63","Windows 2008 R2","us.maritz.net"
"fenxenappp400","","Windows","In Use","172.19.31.61","Windows 2008 R2","us.maritz.net"
"fenxenappp751","","","Build/Rebuild","10.55.1.122","","us.maritz.net"
"fenxenappp752","","","Build/Rebuild","10.55.1.123","","us.maritz.net"
"fenxenappp753","","","Build/Rebuild","10.55.1.125","","us.maritz.net"
"fenxenappp754","","","Build/Rebuild","10.55.1.124","","us.maritz.net"
"fenxenappp755","","","Build/Rebuild","10.55.1.128","","us.maritz.net"
"fenxenappp756","","","Build/Rebuild","10.55.1.126","","us.maritz.net"
"fenxenappp757","","","Build/Rebuild","10.55.1.129","","us.maritz.net"
"fenxenappp758","","","Build/Rebuild","10.55.1.127","","us.maritz.net"
"fenxenappp759","","","Build/Rebuild","10.55.1.108","","us.maritz.net"
"fenxenddcp03","","Windows","Build/Rebuild","156.45.83.20","Windows 2008 R2","us.maritz.net"
"fenxenhpdmp01","","Windows","In Use","156.45.82.18","Windows 2008 R2","us.maritz.net"
"fenxenstorp01","","Windows","In Use","156.45.82.19","Windows 2008 R2","us.maritz.net"
"fenxenstorp02","","Windows","In Use","156.45.83.19","Windows 2008 R2","us.maritz.net"
"krk002appdial05","","Windows","Retired","10.30.48.24","Windows 2003 R2","us.maritz.net"
"krk002bkup01","","Windows","In Use","10.30.48.18","Windows 2008 R2","us.maritz.net"
"krk002offc04","","Windows","In Use","10.30.48.16","Windows Server 2012 R2 Standard R2","us.maritz.net"
"krk002sccmp02","","Windows","In Use","10.30.48.17","Windows Server 2012 R2 Standard R2","us.maritz.net"
"mau001appapvp01","","Windows","In Use","10.30.14.51","Windows 2008 R2","us.maritz.net"
"mau001appekmp02","","Windows","In Use","172.28.4.17","Windows Server 2012 Standard","us.maritz.net"
"mau001appimg01","","Windows","In Use","10.30.14.200","Windows 2003","us.maritz.net"
"mau001appimg02","","Windows","Build/Rebuild","10.30.14.202","Windows Server 2012 R2 Standard R2","us.maritz.net"
"mau001appmrp01","","Windows","In Use","10.30.14.106","Windows 2003","us.maritz.net"
"mau001apppolp01","","Windows","In Use","10.30.14.38","Windows 2003","us.maritz.net"
"mau001apppolp02","","Windows","In Use","10.30.14.112","Windows 2008 R2","us.maritz.net"
"mau001apppols01","","Windows","In Use","10.30.14.111","Windows 2003","us.maritz.net"
"mau001appsasp01","","Windows","In Use","10.30.14.68","Windows 2008 R2","us.maritz.net"
"mau001apsccmp01","","Windows","In Use","10.30.14.50","Windows 2008 R2","us.maritz.net"
"mau001bkup01","","Windows","In Use","10.30.14.15","Windows 2008 R2","us.maritz.net"
"mau001dcus01","","Windows","In Use","10.30.14.54","Windows 2008 R2","us.maritz.net"
"mau001exch06","","Windows","Installed","10.30.214.44","Windows Server 2012 R2 Standard R2","us.maritz.net"
"mau001exch07","","Windows","Installed","10.30.214.34","Windows Server 2012 R2 Standard R2","us.maritz.net"
"mau001mta04","","Windows","Returned to Vendor - AM","10.30.214.24","Windows 2008 R2","us.maritz.net"
"mau001offc01","","Windows","In Use","10.30.14.52","Windows 2008 R2","us.maritz.net"
"mau001offcprn01","","Windows","Decommissioned","10.30.14.203","Windows 2003","us.maritz.net"
"mau001ris01","","Windows","In Use","10.30.14.102","Windows 2003","us.maritz.net"
"mau001sqlmgtp01","","Windows","In Use","10.30.14.99","Windows 2008 R2","us.maritz.net"
"mau001web01","","Windows","In Use","10.30.14.18","Windows 2003","us.maritz.net"
"mau001web02","","Windows","Build/Rebuild","10.30.14.118","Windows Server 2012 R2 Standard R2","us.maritz.net"
"mau001webdev01","","Windows","In Use","10.30.14.204","Windows 2003","us.maritz.net"
"mau001xenappp30","","Windows","In Use","10.30.14.115","Windows 2008 R2","us.maritz.net"
"mau001xenappp51","","Windows","In Use","10.30.20.51","","us.maritz.net"
"mauappvcp03","","Windows","In Use","172.28.5.100","Windows Server 2012 R2 Standard R2","us.maritz.net"
"mauappvsrp01","","Windows","In Use","172.28.5.199","Windows Server 2012 R2 Standard R2","us.maritz.net"
"maudrappedp01","","Windows","In Use","172.28.4.36","Windows 2003","us.maritz.net"
"maudrdcus01","","Windows","In Use","172.28.4.45","Windows 2008 R2","us.maritz.net"
"maudrdcus02","","Windows","In Use","172.28.4.46","Windows 2008 R2","us.maritz.net"
"maudrdcus03","","Windows","In Use","172.28.4.47","Windows 2008 R2","us.maritz.net"
"maudrdhcp02","","Windows","In Use","172.28.4.43","Windows Server 2012 R2 Standard R2","us.maritz.net"
"maudrris01","","Windows","In Use","172.28.4.35","Windows 2003","us.maritz.net"
"maudrsqlmmp01","","Windows","In Use","172.28.1.30","Windows 2008 R2","us.maritz.net"
"maudrtsvr01","","Windows","Decommissioned","172.28.6.48","Windows 2003","us.maritz.net"
"maudrwapcsip01","","Windows","In Use","172.28.2.28","Windows 2008 R2","us.maritz.net"
"maudrwapmcp02","","Windows","In Use","172.28.2.53","Windows 2003","us.maritz.net"
"maudrwapmcp03","","Windows","In Use","172.28.2.54","Windows 2003","us.maritz.net"
"maudrwapmcp04","","Windows","In Use","172.28.2.55","Windows 2003","us.maritz.net"
"maudrwapmgp01","","Windows","In Use","172.28.4.52","Windows 2008 R2","us.maritz.net"
"maudrwapmmp01","","Windows","In Use","172.28.2.34","Windows 2008 R2","us.maritz.net"
"maudrwapmmp02","","Windows","In Use","172.28.2.35","Windows 2008 R2","us.maritz.net"
"maudrwapmmp04","","Windows","In Use","172.28.2.27","Windows 2008 R2","us.maritz.net"
"maudrwapmmp07","","Windows","Build/Rebuild","172.28.2.22","Windows Server 2012 R2 Standard R2","us.maritz.net"
"maudrwapmmp08","","Windows","In Use","172.28.2.133","Windows Server 2012 R2 Standard R2","us.maritz.net"
"maudrwdsp01","","Windows","In Use","172.28.4.34","Windows Server 2012 R2 Standard R2","us.maritz.net"
"maudrwebmgp01","","Windows","In Use","172.28.4.37","Windows 2003","us.maritz.net"
"maudrwebmgp03","","Windows","In Use","172.28.4.54","Windows 2008 R2","us.maritz.net"
"maudrwins01","","Windows","In Use","172.28.4.44","Windows 2003","us.maritz.net"
"maudrxenappp01","","Windows","In Use","172.28.6.57","Windows 2008 R2","us.maritz.net"
"maudrxenappp02","","Windows","In Use","172.28.6.58","Windows 2008 R2","us.maritz.net"
"mausqlvcp03","","Windows","In Use","172.28.5.101","Windows Server 2012 R2 Standard R2","us.maritz.net"
"mautsvr01","us.maritz.net","Windows","In Use","10.30.14.85","Windows 2003","us.maritz.net"
"mautsvr02","","Windows","In Use","10.30.14.104","Windows 2003","us.maritz.net"
"mautsvr03","","Windows","In Use","10.30.14.105","Windows 2003","us.maritz.net"
"mautsvr04","","Windows","In Use","10.30.14.89","Windows 2003","us.maritz.net"
"mautsvr05","","Windows","In Use","10.30.14.78","Windows 2003","us.maritz.net"
"mautsvr08","","Windows","In Use","10.30.14.74","Windows 2003","us.maritz.net"
"mautsvr09","","Windows","In Use","10.30.14.75","Windows 2003","us.maritz.net"
"mautsvr100","","Windows","In Use","10.30.14.77","Windows 2003 R2","us.maritz.net"
"mautsvr101","","Windows","In Use","10.30.14.35","Windows 2003 R2","us.maritz.net"
"mautsvr11","","Windows","In Use","10.30.14.79","Windows 2003","us.maritz.net"
"mautsvr12","","Windows","In Use","10.30.14.14","Windows 2003","us.maritz.net"
"mautsvr20","","Windows","In Use","10.30.14.26","Windows 2003 R2","us.maritz.net"
"mauxenappp053","","Windows","In Use","10.30.20.53","Windows 2008 R2","us.maritz.net"
"mauxenappp054","","Windows","In Use","10.30.20.54","Windows 2008 R2","us.maritz.net"
"mss001cbkup01","","Windows","Build/Rebuild","10.150.4.14","Windows 2003","us.maritz.net"
"mss001cclsr401","","Windows","Build/Rebuild","10.150.4.153","Windows Server 2012 Standard","us.maritz.net"
"mss001cclsr402","","Windows","Build/Rebuild","10.150.4.154","Windows Server 2012 Standard","us.maritz.net"
"mss001cclsr501","","Windows","In Use","10.150.4.159","Windows 2008 R2","us.maritz.net"
"mss001cclsr502","","Windows","In Use","10.150.4.160","Windows 2008 R2","us.maritz.net"
"mss001cclsr601","","Windows","Build/Rebuild","10.150.4.194","Windows 2008 R2","us.maritz.net"
"mss001cclstr01","","Windows","In Use","10.150.4.177","Windows 2003","us.maritz.net"
"mss001cdcus04","","Windows","In Use","10.150.4.5","Windows 2008 R2","us.maritz.net"
"mss001chad01","","Windows","In Use","10.150.4.115","Windows 2003","us.maritz.net"
"mss001chad02","","Windows","In Use","10.150.4.116","Windows 2003","us.maritz.net"
"mss001chaq01","","Windows","In Use","10.150.4.105","Windows 2003","us.maritz.net"
"mss001chaq02","","Windows","In Use","10.150.4.106","Windows 2003","us.maritz.net"
"mss001coffc06","","Windows","In Use","10.150.4.249","","us.maritz.net"
"mss001coffc07","","Windows","In Use","10.150.4.250","","us.maritz.net"
"mss001cris01","","Windows","In Use","10.150.4.9","Windows 2003","us.maritz.net"
"mss001csccmp01","","Windows","In Use","10.150.4.10","Windows 2008 R2","us.maritz.net"
"mss001csps01","","Windows","In Use","10.150.4.17","Windows 2003","us.maritz.net"
"mss001csqld03","","Windows","In Use","10.150.4.26","Windows 2003","us.maritz.net"
"mss001csqld04","","Windows","In Use","10.150.4.25","Windows 2003","us.maritz.net"
"mss001csqld05","","Windows","In Use","10.150.4.151","Windows 2008 R2","us.maritz.net"
"mss001csqld09","","Windows","In Use","10.150.4.72","Windows Server 2012 Standard","us.maritz.net"
"mss001csqld10","","Windows","Build/Rebuild","10.150.4.73","Windows Server 2012 Standard","us.maritz.net"
"mss001csqld12","","Windows","Build/Rebuild","10.150.4.134","Windows Server 2012 Standard","us.maritz.net"
"mss001csqlmgp01","","Windows","In Use","10.150.4.44","Windows 2008 R2","us.maritz.net"
"mss001csqlp02","","Windows","In Use","10.150.4.126","Windows 2003","us.maritz.net"
"mss001csqlp03","","Windows","In Use","10.150.4.130","Windows 2003","us.maritz.net"
"mss001csqlp04","","Windows","In Use","10.150.4.172","Windows 2003","us.maritz.net"
"mss001csqlp05","","Windows","Build/Rebuild","10.150.4.189","Windows 2008 R2","us.maritz.net"
"mss001csqlp08","","Windows","In Use","10.150.4.178","Windows 2008 R2","us.maritz.net"
"mss001csqlp09","","Windows","Build/Rebuild","10.150.4.185","Windows Server 2012 Standard","us.maritz.net"
"mss001csqlp10","","Windows","Waiting for Verification","10.150.4.104","Windows Server 2012 Standard","us.maritz.net"
"mss001csqlp11","","Windows","Waiting for Verification","10.150.4.144","Windows Server 2012 Standard","us.maritz.net"
"mss001csqlsps01","","Windows","In Use","10.150.4.173","Windows 2003","us.maritz.net"
"mss001csqlt01","","Windows","Build/Rebuild","10.150.4.165","Windows 2008 R2","us.maritz.net"
"mss001csqlt02","","","","10.150.4.208","","us.maritz.net"
"mss001csqlt04","","Windows","In Use","10.150.4.198","Windows 2008 R2","us.maritz.net"
"mss001cwad01","","Windows","In Use","10.150.4.152","Windows 2008 R2","us.maritz.net"
"mss001cwad02","","Windows","In Use","10.150.4.128","Windows 2003","us.maritz.net"
"mss001cwad03","","Windows","In Use","10.150.4.192","Windows 2008 R2","us.maritz.net"
"mss001cwad04","","Windows","Build/Rebuild","10.150.4.193","Windows 2008 R2","us.maritz.net"
"mss001cwad05","","Windows","Build/Rebuild","10.150.4.166","Windows 2008 R2","us.maritz.net"
"mss001cwad07","","Windows","Build/Rebuild","10.150.4.68","Windows 2008 R2","us.maritz.net"
"mss001cwad08","","Windows","Build/Rebuild","10.150.4.69","Windows 2008 R2","us.maritz.net"
"mss001cwad09","","Windows","In Use","10.150.4.81","Windows 2003","us.maritz.net"
"mss001cwad10","","Windows","In Use","10.150.4.71","Windows Server 2012 Standard","us.maritz.net"
"mss001cwad11","","Windows","In Use","10.150.4.21","Windows Server 2012 Standard","us.maritz.net"
"mss001cwad13","","","","10.150.4.229","","us.maritz.net"
"mss001cwad14","","Windows","Build/Rebuild","10.150.4.28","Windows Server 2012 Standard","us.maritz.net"
"mss001cwap01","","Windows","In Use","10.150.4.127","Windows 2003","us.maritz.net"
"mss001cwap02","","Windows","In Use","10.150.4.142","Windows 2003","us.maritz.net"
"mss001cwap03","maritz.com","Windows","In Use","10.150.4.33","Windows Server 2012 Standard","us.maritz.net"
"mss001cwap04","","Windows","In Use","10.150.4.186","Windows Server 2012 Standard","us.maritz.net"
"mss001cwap06","","Windows","In Use","10.150.4.147","Windows 2008 R2","us.maritz.net"
"mss001cwap07","","Windows","In Use","10.150.4.123","Windows Server 2012 Standard","us.maritz.net"
"mss001cwap10","","Windows","In Use","10.150.4.168","Windows 2008 R2","us.maritz.net"
"mss001cwap11","","Windows","Build/Rebuild","10.150.4.64","Windows 2008 R2","us.maritz.net"
"mss001cwap13","","Windows","Build/Rebuild","10.150.4.42","Windows 2008 R2","us.maritz.net"
"mss001cwap14","","","","10.150.4.252","","us.maritz.net"
"mss001cwap16","","Windows","Installed","10.150.4.16","Windows 2008 R2","us.maritz.net"
"mss001cwap17","","Windows","Retired","10.150.4.43","Windows Server 2012 Standard","us.maritz.net"
"mss001cwaq01","","Windows","In Use","10.150.4.129","Windows 2003","us.maritz.net"
"mss001cwas01","","Windows","Build/Rebuild","10.150.4.80","Windows 2008 R2","us.maritz.net"
"mss001cwas02","","Windows","In Use","10.150.4.22","Windows Server 2012 Standard","us.maritz.net"
"mss001cwdsp01","","Windows","In Use","10.150.4.253","","us.maritz.net"
"mss001cwebd02","","Windows","In Use","10.150.4.95","Windows 2003","us.maritz.net"
"mss001cwebd05","","Windows","In Use","10.150.4.70","Windows Server 2012 Standard","us.maritz.net"
"mss001cwebd06","","Windows","In Use","10.150.4.20","Windows Server 2012 Standard","us.maritz.net"
"mss001cwebd07","","Windows","Build/Rebuild","10.150.4.30","Windows Server 2012 Standard","us.maritz.net"
"mss001cwebd08","","Windows","Waiting for Verification","10.150.4.36","Windows Server 2012 Standard","us.maritz.net"
"mss001cwebp02","","Windows","In Use","10.150.4.148","Windows 2008 R2","us.maritz.net"
"mss001cwebp03","","Windows","In Use","10.150.4.158","Windows 2003","us.maritz.net"
"mss001cwebp05","","Windows","Build/Rebuild","10.150.4.167","Windows 2008 R2","us.maritz.net"
"mss001cwebp06","maritz.com","","Build/Rebuild","10.150.4.47","","us.maritz.net"
"mss001cwebs01","","Windows","In Use","10.150.4.19","Windows Server 2012 Standard","us.maritz.net"
"mss001cwebt04","","Windows","In Use","10.150.4.199","Windows 2008 R2","us.maritz.net"
"mss001cwssd01","","Windows","In Use","10.150.4.141","Windows 2003","us.maritz.net"
"mss001xapp01","maritz.com","Windows","In Use","10.150.4.35","Windows 2003","us.maritz.net"
"ovr002offc04","","Windows","In Use","10.30.22.15","Windows 2008 R2","us.maritz.net"
"phl003offc04","","Windows","In Use","10.20.4.15","Windows 2008 R2","us.maritz.net"
"phl003ris01","","Windows","In Use","10.20.4.13","Windows 2003","us.maritz.net"
"sfd001bkup01","","Windows","In Use","10.10.2.9","Windows 2008 R2","us.maritz.net"
"sfd001offc04","","Windows","In Use","10.10.2.26","Windows Server 2012 R2 Standard R2","us.maritz.net"
"sfd001ris01","","Windows","In Use","10.10.2.27","Windows 2003","us.maritz.net"
"tor002offc03","","Windows","In Use","10.10.22.13","Windows 2008 R2","us.maritz.net"
"wal002offc04","","Windows","In Use","10.20.3.19","Windows 2008 R2","us.maritz.net"
"xeu008appdial02","maritz.com","Windows","In Use","10.151.4.19","Windows 2003 R2","us.maritz.net"
"xeu008offc01","","Windows","In Use","10.151.4.11","Windows 2008 R2","us.maritz.net"
